timestamp,round_index,p1_choice,p1_move,p2_choice,p1_payoff,p2_payoff,p1_gain_from_simulating,p1_prob_trust,p1_prob_partial_trust,p1_prob_walk_out,p1_prob_simulate,p2_prob_cooperate,p2_prob_defect,stackelberg_p1_prob_trust,stackelberg_p1_prob_partial_trust,stackelberg_p1_prob_walk_out,stackelberg_p2_prob_cooperate,stackelberg_p2_prob_defect,stackelberg_p1_payoff,stackelberg_p2_payoff,arg_p1_model,arg_p2_model,arg_temperature,arg_payoff_matrix_path,arg_rounds,arg_simulation_cost,arg_simulation_type,arg_csv_output,arg_verbose
2025-04-26 14:49:54,0,simulate,walk_out,defect,-1.0,0.0,-1.0,0.4,0.4,0.0,0.2,0.3,0.7,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,1,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 14:50:30,0,partial_trust,partial_trust,defect,-1.0,3.0,-1.0,0.4,0.4,0.0,0.2,0.2,0.8,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,5,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 14:50:30,1,partial_trust,partial_trust,defect,-1.0,3.0,-0.7999999999999999,0.4,0.4,0.0,0.2,0.4,0.6,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,5,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 14:50:30,2,trust,trust,cooperate,3.0,3.0,0.49999999999999956,0.4,0.4,0.0,0.2,0.7,0.3,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,5,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 14:50:30,3,partial_trust,partial_trust,defect,-1.0,3.0,-1.0,0.4,0.3,0.3,0.0,0.3,0.7,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,5,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 14:50:30,4,partial_trust,partial_trust,defect,-1.0,3.0,-0.7999999999999999,0.4,0.4,0.0,0.2,0.4,0.6,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,5,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 15:03:30,0,simulate,partial_trust,defect,-2.0,3.0,-0.7999999999999999,0.4,0.4,0.0,0.2,0.4,0.6,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,20,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 15:03:30,1,walk_out,walk_out,defect,0.0,0.0,-1.0,0.4,0.4,0.2,0.0,0.2,0.8,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,20,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 15:03:30,2,partial_trust,partial_trust,defect,-1.0,3.0,-1.0,0.4,0.4,0.0,0.2,0.3,0.7,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,20,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 15:03:30,3,trust,trust,cooperate,3.0,3.0,0.49999999999999956,0.4,0.4,0.2,0.0,0.7,0.3,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,20,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 15:03:30,4,simulate,walk_out,cooperate,-1.0,0.0,-1.0,0.4,0.4,0.0,0.2,0.3,0.7,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,20,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 15:03:30,5,walk_out,walk_out,defect,0.0,0.0,-0.7999999999999999,0.4,0.4,0.2,0.0,0.4,0.6,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,20,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 15:03:30,6,partial_trust,partial_trust,defect,-1.0,3.0,-0.7999999999999999,0.4,0.4,0.2,0.0,0.4,0.6,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,20,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 15:03:30,7,walk_out,walk_out,cooperate,0.0,0.0,-0.7999999999999999,0.4,0.4,0.2,0.0,0.4,0.6,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,20,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 15:03:30,8,partial_trust,partial_trust,defect,-1.0,3.0,-0.7999999999999999,0.3,0.4,0.2,0.1,0.4,0.6,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,20,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 15:03:30,9,partial_trust,partial_trust,defect,-1.0,3.0,-1.0,0.4,0.4,0.2,0.0,0.2,0.8,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,20,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 15:03:30,10,partial_trust,partial_trust,defect,-1.0,3.0,-0.7999999999999999,0.4,0.4,0.0,0.2,0.4,0.6,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,20,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
2025-04-26 15:03:30,11,trust,trust,cooperate,3.0,3.0,-0.7999999999999999,0.4,0.4,0.2,0.0,0.4,0.6,1.0,0.0,0.0,0.5,0.5,0.5,4.0,gpt-4o-mini,gpt-4o-mini,0.7,src/test.json,20,1.0,simulate_and_best_response,experiments/restricted_trust_results_models-gpt-4o-mini_sim-type-simulate_and_best_response_sim-cost-1.csv,True
